DataType,Region,Stock,Rear,Race,SmoltAge,Jacks,SmoltYear,Reach,SAR,LCL,UCL,Reference
CWT,SEAK,Alaska,H,Spr,1,Y,1978,,10.0482,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1979,,0.9316,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1980,,2.4311,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1981,,7.1079,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1982,,5.4734,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1983,,6.4956,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1984,,8.623,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1985,,5.6434,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1986,,3.8953,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1987,,2.1832,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1988,,4.6973,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1989,,2.3042,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1990,,1.6529,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1991,,1.2448,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1992,,1.4655,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1993,,1.901,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1994,,1.5808,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1995,,1.0036,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1996,,1.7011,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1997,,1.6381,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1998,,3.7769,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,1999,,1.3749,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2000,,2.2624,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2001,,2.5298,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2002,,3.0391,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2003,,3.328,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2004,,3.0588,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2005,,3.9288,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2006,,2.5759,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2007,,2.2463,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2008,,1.4557,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2009,,1.1388,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2010,,1.6313,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2011,,1.2058,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2012,,2.2301,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2013,,1.418,,,PSC 2019
CWT,SEAK,Alaska,H,Spr,1,Y,2014,,1.1715,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2003,,0.597,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2001,,0.4403,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2002,,1.0783,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2006,,0.7566,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2007,,0.3706,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2000,,0.4248,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2014,,0.6339,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1988,,0.4618,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1989,,0.7829,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1990,,0.8799,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1987,,0.2958,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1992,,1.6129,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1993,,0.738,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2008,,0.5323,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1991,,1.2536,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1999,,0.7176,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1998,,0.1627,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2012,,2.055,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2013,,1.2112,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2009,,0.2624,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2010,,0.7401,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,2011,,1.1988,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1994,,0.7114,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1995,,1.0985,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1996,,0.9598,,,PSC 2019
CWT,NCBC,Atnarko,H,Sum,0,Y,1997,,0.5664,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1978,,1.6918,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1982,,0.848,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1979,,0.9062,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1980,,0.3925,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1981,,0.3653,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1983,,1.2572,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1984,,1.105,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1994,,0.2509,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1991,,0.337,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1992,,0.1831,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1993,,0.0482,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1998,,0.21,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1995,,0.1667,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1996,,0.0845,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1997,,0.1522,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2015,,0.5624,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1975,,11.8865,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1976,,4.1684,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1977,,9.5148,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2005,,0.0631,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2006,,0.3109,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2007,,0.2912,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2008,,0.2163,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2009,,0.2214,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2010,,0.1716,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1985,,0.1734,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1986,,0.1793,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1987,,0.5574,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1988,,0.2203,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1989,,0.4886,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1990,,0.2941,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2004,,0.5096,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2000,,0.1929,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2001,,0.1031,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2011,,0.1527,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1999,,0.206,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2012,,0.6375,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2013,,0.4059,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2002,,0.2515,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2003,,0.2238,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,2014,,0.2975,,,PSC 2019
CWT,SOG,Big Qualicum,H,Fall,0,Y,1974,,4.3584,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1982,,13.2911,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1983,,2.062,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1986,,1.6681,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1987,,11.8023,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1984,,3.7705,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1985,,5.0508,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1994,,2.2447,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1995,,4.5547,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1996,,1.4948,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1997,,6.4912,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1998,,1.187,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1999,,4.9681,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2000,,7.7015,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2001,,5.8084,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1993,,2.3635,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2005,,0.8201,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2006,,5.8631,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2007,,0.8807,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2008,,9.2556,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2009,,4.8551,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2010,,2.5083,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2011,,8.0604,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1988,,2.8358,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1989,,11.3157,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1990,,8.8381,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1991,,2.7073,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,1992,,0.6571,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2004,,4.4176,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2013,,3.3431,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2014,,1.8597,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2002,,4.9222,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2012,,6.5208,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2003,,3.8044,,,PSC 2019
CWT,SOG,Chilliwack,H,Fall,0,Y,2015,,3.2848,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2001,,3.2193,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2002,,2.4396,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2003,,1.3605,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2004,,0.5776,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2005,,1.2964,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2006,,1.158,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2007,,1.918,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2008,,0.8086,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2009,,1.6434,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2010,,0.706,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2011,,0.8112,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2012,,1.0691,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2013,,0.5529,,,PSC 2019
CWT,SEAK,Chilkat,W,Spr,1,Y,2014,,0.7274,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1989,,2.4671,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1990,,2.8625,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1988,,1.4316,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1993,,1.1576,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1994,,0.8337,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1992,,1.2247,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2001,,0.1848,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2002,,0.2333,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1991,,3.0969,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2006,,0.2063,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2003,,0.137,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2004,,0.1926,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2009,,0.3788,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2010,,0.7111,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2007,,0.1555,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2008,,0.2928,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1986,,1.1154,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1998,,0.4669,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1999,,0.541,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2000,,0.3983,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2013,,0.331,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1995,,0.8208,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1996,,0.4213,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,1997,,0.3673,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2012,,0.7173,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2014,,0.2526,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2015,,0.5669,,,PSC 2019
CWT,SOG,Cowichan,H,Fall,0,Y,2011,,0.8628,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1999,,0.1876,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2000,,0.4637,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2003,,0.0521,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2004,,0.0607,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2001,,0.0597,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2002,,0.1443,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2011,,0.4633,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2012,,0.0876,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2013,,0.223,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1990,,0.0932,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1978,,0.3886,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1979,,0.2909,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1980,,0.1592,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1981,,0.4788,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1982,,0.2307,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1983,,0.3435,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1984,,1.0555,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1985,,1.2961,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1986,,0.2713,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1987,,0.1716,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1988,,0.0509,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1989,,0.1283,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1994,,0.135,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1991,,0.1948,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1992,,0.0847,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1993,,0.1234,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1998,,0.0688,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1995,,0.0226,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1996,,0.0845,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,1997,,0.051,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2006,,0.1689,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2007,,0.2514,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2008,,0.7843,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2005,,0.0457,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2010,,0.2927,,,PSC 2019
CWT,LCOL,Cowlitz,H,Fall,0,Y,2009,,0.3118,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,2004,,0.1439,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1989,,0.4192,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1990,,0.6896,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1991,,0.3156,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1992,,0.9231,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1988,,0.1508,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1993,,0.6643,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,2002,,0.1079,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,2003,,0.1617,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1997,,0.1043,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1998,,0.3531,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1999,,0.5662,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,2000,,0.4511,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1996,,0.0527,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1994,,0.6937,,,PSC 2019
CWT,SOG,Dome,H,Spr,1,Y,1995,,0.8841,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2001,,2.3336,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2002,,1.0842,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1980,,3.7091,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2005,,2.5669,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2006,,0.9687,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2003,,1.1206,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2004,,0.7347,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2013,,3.2773,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1990,,2.6543,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1991,,1.3832,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1992,,1.2788,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1993,,2.2985,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1981,,5.5055,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1982,,1.9565,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1983,,0.443,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1984,,12.4544,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1985,,6.2712,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1986,,8.3886,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1987,,2.9951,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1988,,1.1065,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1989,,0.9025,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1994,,3.9186,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1995,,1.9802,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1996,,3.0042,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1997,,0.5595,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1998,,5.5362,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,1999,,3.9183,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2000,,3.2283,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2008,,2.4908,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2009,,2.1072,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2010,,4.35,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2007,,6.3119,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2012,,1.1046,,,PSC 2019
CWT,ORC,Elk,H,Fall,0,Y,2011,,1.3054,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1983,,0.8318,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1984,,0.6982,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1986,,0.2283,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1985,,0.8117,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,2013,,0.1662,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1993,,0.1768,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1994,,0.186,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1995,,0.0719,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1987,,0.1181,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1989,,0.0078,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1990,,0.0789,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1991,,0.1314,,,PSC 2019
CWT,SOG,Elwha,H,Sum/Fall,0,Y,1992,,0.0221,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1973,,0.3154,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1975,,1.4402,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1976,,0.2353,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1979,,2.6461,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1980,,0.4078,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1981,,0.2123,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1982,,1.5082,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1986,,1.1392,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1987,,0.6186,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1988,,1.1684,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1989,,0.1334,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1990,,0.0839,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1991,,0.0157,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1992,,0.0464,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1993,,0.1622,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1994,,0.3088,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1995,,0.0513,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1996,,0.0905,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1997,,0.8636,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1998,,0.1214,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,1999,,0.701,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2000,,0.5128,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2001,,0.4872,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2002,,0.5542,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2003,,0.9181,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2004,,0.6354,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2005,,0.3722,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2006,,0.9339,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2007,,0.4329,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2008,,1.5659,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2009,,0.4349,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2010,,2.1197,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2011,,0.728,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2012,,0.5487,,,PSC 2019
CWT,PS,George Adams,H,Sum/Fall,0,Y,2013,,0.3632,,,PSC 2019
CWT,MCOL,Hanford,W,Fall,0,Y,1993,,0.4946,,,PSC 2019
CWT,MCOL,Hanford,W,Fall,0,Y,1994,,0.6128,,,PSC 2019
CWT,MCOL,Hanford,W,Fall,0,Y,1995,,0.0621,,,PSC 2019
CWT,MCOL,Hanford,W,Fall,0,Y,1996,,0.2992,,,PSC 2019
